"","species","angle","dist","Body_mass_g","angles_rad"
"1603","agouti",-29,1.34,2309.12,0.506145483078356
"1604","agouti",-29,1.85,2309.12,0.506145483078356
"1605","peccary",-29,2.67,21133.69,0.506145483078356
"1606","agouti",-30,1.06,2309.12,0.523598775598299
"1607","coati",-32,5.6,3775.5,0.558505360638185
"1608","ocelot",-32,1.65,11880,0.558505360638185
"1609","agouti",-33,6.27,2309.12,0.575958653158129
"1610","mouse",-33,1.56,19.3,0.575958653158129
"1611","agouti",-34,1.73,2309.12,0.593411945678072
"1612","agouti",-35,2.83,2309.12,0.610865238198015
"1613","agouti",-36,1.62,2309.12,0.628318530717959
"1614","agouti",-36,0.95,2309.12,0.628318530717959
"1615","coati",-38,2.34,3775.5,0.663225115757845
"1616","agouti",-40,0.96,2309.12,0.698131700797732
"1617","ocelot",-40,0.84,11880,0.698131700797732
"1628","peccary",43,1.4,21133.69,0.750491578357562
"1629","agouti",42,0.45,2309.12,0.733038285837618
"1630","agouti",28,2.68,2309.12,0.488692190558412
"1631","peccary",26,0.96,21133.69,0.453785605518526
"1632","brocket",21,2.88,20546.86,0.366519142918809
"1633","agouti",18,2.71,2309.12,0.314159265358979
"1634","agouti",16,1.2,2309.12,0.279252680319093
"1635","brocket",15,1.44,20546.86,0.261799387799149
"1636","paca",14,1.12,8172.55,0.244346095279206
"1637","agouti",12,4.1,2309.12,0.20943951023932
"1638","paca",10,0.6,8172.55,0.174532925199433
"1639","agouti",10,3.48,2309.12,0.174532925199433
"1640","agouti",5,3.4,2309.12,0.0872664625997165
"1641","agouti",0,0.92,2309.12,0
"1642","agouti",0,0.92,2309.12,0
"1643","peccary",-2,2.56,21133.69,0.0349065850398866
"1644","agouti",-5,1.2,2309.12,0.0872664625997165
"1645","ocelot",-5,3.24,11880,0.0872664625997165
"1646","agouti",-9,2.4,2309.12,0.15707963267949
"1647","peccary",-10,3.65,21133.69,0.174532925199433
"1648","peccary",-10,3.5,21133.69,0.174532925199433
"1649","agouti",-12,2.76,2309.12,0.20943951023932
"1650","rat",-12,1.05,282.17,0.20943951023932
"1651","agouti",-16,1.8,2309.12,0.279252680319093
"1652","agouti",-20,1.12,2309.12,0.349065850398866
"1653","brocket",-20,1.34,20546.86,0.349065850398866
"1654","paca",-20,2.5,8172.55,0.349065850398866
"1655","agouti",-35,1.54,2309.12,0.610865238198015
"1664","paca",36,0.98,8172.55,0.628318530717959
"1665","paca",34,2.47,8172.55,0.593411945678072
"1666","squirrel",30,1.04,545.4,0.523598775598299
"1667","ocelot",14,1.58,11880,0.244346095279206
"1668","peccary",13,4.23,21133.69,0.226892802759263
"1669","peccary",8,2.9,21133.69,0.139626340159546
"1670","agouti",8,1.15,2309.12,0.139626340159546
"1671","agouti",8,2,2309.12,0.139626340159546
"1672","agouti",6,1.5,2309.12,0.10471975511966
"1673","agouti",6,7,2309.12,0.10471975511966
"1674","coati",4,3.25,3775.5,0.0698131700797732
"1675","peccary",0,0.51,21133.69,0
"1676","rat",0,1.15,282.17,0
"1677","agouti",0,0.8,2309.12,0
"1678","peccary",0,2,21133.69,0
"1679","agouti",0,1.74,2309.12,0
"1680","agouti",-6,4,2309.12,0.10471975511966
"1681","rat",-16,1.55,282.17,0.279252680319093
"1682","squirrel",-26,1.38,545.4,0.453785605518526
"1697","peccary",36,2.13,21133.69,0.628318530717959
"1698","squirrel",36,1.68,545.4,0.628318530717959
"1699","agouti",33,2.2,2309.12,0.575958653158129
"1700","agouti",25,1.45,2309.12,0.436332312998582
"1701","paca",12,4.05,8172.55,0.20943951023932
"1702","paca",8,1.69,8172.55,0.139626340159546
"1703","squirrel",8,1.21,545.4,0.139626340159546
"1704","agouti",8,2.1,2309.12,0.139626340159546
"1705","agouti",5,1.41,2309.12,0.0872664625997165
"1706","paca",3,0.82,8172.55,0.0523598775598299
"1707","agouti",1,2.53,2309.12,0.0174532925199433
"1708","agouti",-2,2.46,2309.12,0.0349065850398866
"1709","peccary",-8,1.17,21133.69,0.139626340159546
"1710","agouti",-10,2.72,2309.12,0.174532925199433
"1711","armadillo",-16,1.46,3949.01,0.279252680319093
"1712","agouti",-18,2.48,2309.12,0.314159265358979
"1713","coati",-23,1.45,3775.5,0.401425727958696
"1714","ocelot",-29,0.64,11880,0.506145483078356
"1715","coati",-33,1.45,3775.5,0.575958653158129
"1728","ocelot",28,0.72,11880,0.488692190558412
"1729","rat",14,1.38,282.17,0.244346095279206
"1730","agouti",12,1.3,2309.12,0.20943951023932
"1731","squirrel",10,2.25,545.4,0.174532925199433
"1732","paca",8,1.1,8172.55,0.139626340159546
"1733","paca",7,3,8172.55,0.122173047639603
"1734","peccary",6,7.5,21133.69,0.10471975511966
"1735","ocelot",2,3.8,11880,0.0349065850398866
"1736","agouti",-2,2.26,2309.12,0.0349065850398866
"1737","rat",-2,0.92,282.17,0.0349065850398866
"1738","agouti",-2,1.98,2309.12,0.0349065850398866
"1739","peccary",-2,4.36,21133.69,0.0349065850398866
"1740","rat",-3,1.3,282.17,0.0523598775598299
"1741","paca",-7,4.2,8172.55,0.122173047639603
"1742","agouti",-10,1.43,2309.12,0.174532925199433
"1743","peccary",-12,5.25,21133.69,0.20943951023932
"1744","agouti",-16,2.01,2309.12,0.279252680319093
"1745","peccary",-16,3.75,21133.69,0.279252680319093
"1746","agouti",-19,2,2309.12,0.331612557878923
"1747","agouti",-24,1.86,2309.12,0.418879020478639
"1748","agouti",-26,1.83,2309.12,0.453785605518526
"1749","rat",-34,0.83,282.17,0.593411945678072
"1750","agouti",-35,2.58,2309.12,0.610865238198015
"1765","paca",43,0.3,8172.55,0.750491578357562
"1766","agouti",36,1.2,2309.12,0.628318530717959
"1767","peccary",21,0.58,21133.69,0.366519142918809
"1768","paca",15,3.2,8172.55,0.261799387799149
"1769","agouti",14,4.45,2309.12,0.244346095279206
"1770","peccary",13,1.9,21133.69,0.226892802759263
"1771","armadillo",8,2.15,3949.01,0.139626340159546
"1772","agouti",7,0.82,2309.12,0.122173047639603
"1773","agouti",7,3.9,2309.12,0.122173047639603
"1774","mouse",3,1.5,19.3,0.0523598775598299
"1775","brocket",1,3.14,20546.86,0.0174532925199433
"1776","agouti",0,1.02,2309.12,0
"1777","rat",-4,0.81,282.17,0.0698131700797732
"1778","agouti",-5,2.08,2309.12,0.0872664625997165
"1779","agouti",-5,3.15,2309.12,0.0872664625997165
"1798","agouti",37,0.86,2309.12,0.645771823237902
"1799","brocket",33,2.1,20546.86,0.575958653158129
"1800","peccary",15,1.31,21133.69,0.261799387799149
"1801","agouti",14,2.26,2309.12,0.244346095279206
"1802","paca",12,2.36,8172.55,0.20943951023932
"1803","agouti",10,2.45,2309.12,0.174532925199433
"1804","rat",10,1.2,282.17,0.174532925199433
"1805","agouti",8,1.15,2309.12,0.139626340159546
"1806","agouti",7,1.73,2309.12,0.122173047639603
"1807","agouti",4,5.8,2309.12,0.0698131700797732
"1808","agouti",4,3.31,2309.12,0.0698131700797732
"1809","peccary",2,0.88,21133.69,0.0349065850398866
"1810","agouti",0,1.65,2309.12,0
"1812","agouti",0,1.72,2309.12,0
"1813","peccary",-1,2.9,21133.69,0.0174532925199433
"1814","agouti",-1,2.84,2309.12,0.0174532925199433
"1815","brocket",-2,2.4,20546.86,0.0349065850398866
"1816","rat",-2,1.34,282.17,0.0349065850398866
"1817","agouti",-3,1.46,2309.12,0.0523598775598299
"1818","agouti",-3,1.6,2309.12,0.0523598775598299
"1819","rat",-7,2.63,282.17,0.122173047639603
"1820","paca",-7,7.6,8172.55,0.122173047639603
"1821","squirrel",-8,2.16,545.4,0.139626340159546
"1822","agouti",-9,0.68,2309.12,0.15707963267949
"1823","brocket",-19,3.04,20546.86,0.331612557878923
"1824","paca",-36,2.25,8172.55,0.628318530717959
"1836","tamandua",28,1.82,4800,0.488692190558412
"1837","agouti",22,1.87,2309.12,0.383972435438752
"1838","ocelot",21,1.3,11880,0.366519142918809
"1839","paca",10,1.2,8172.55,0.174532925199433
"1840","agouti",10,1.9,2309.12,0.174532925199433
"1841","agouti",4,2.53,2309.12,0.0698131700797732
"1842","paca",0,0.31,8172.55,0
"1843","coati",-1,2.34,3775.5,0.0174532925199433
"1844","agouti",-2,1.63,2309.12,0.0349065850398866
"1845","paca",-5,3.62,8172.55,0.0872664625997165
"1846","peccary",-8,3.8,21133.69,0.139626340159546
"1847","brocket",-8,5.6,20546.86,0.139626340159546
"1848","peccary",-9,3,21133.69,0.15707963267949
"1849","agouti",-10,1.9,2309.12,0.174532925199433
"1850","brocket",-10,4,20546.86,0.174532925199433
"1851","agouti",-12,2.24,2309.12,0.20943951023932
"1852","rat",-13,0.85,282.17,0.226892802759263
"1853","agouti",-17,1.75,2309.12,0.296705972839036
"1854","agouti",-25,0.82,2309.12,0.436332312998582
"1855","ocelot",-26,2.78,11880,0.453785605518526
"1869","agouti",40,0.45,2309.12,0.698131700797732
"1870","brocket",24,3.01,20546.86,0.418879020478639
"1871","agouti",23,3.64,2309.12,0.401425727958696
"1872","agouti",12,1.51,2309.12,0.20943951023932
"1873","agouti",12,1.77,2309.12,0.20943951023932
"1874","peccary",8,2.7,21133.69,0.139626340159546
"1875","agouti",5,2.38,2309.12,0.0872664625997165
"1876","paca",-6,3.1,8172.55,0.10471975511966
"1877","agouti",-13,1.5,2309.12,0.226892802759263
"1878","agouti",-33,1.92,2309.12,0.575958653158129
"1886","agouti",30,1.92,2309.12,0.523598775598299
"1887","paca",19,2.87,8172.55,0.331612557878923
"1888","peccary",15,3.09,21133.69,0.261799387799149
"1889","peccary",7,2.8,21133.69,0.122173047639603
"1890","peccary",0,2.5,21133.69,0
"1891","agouti",0,3.34,2309.12,0
"1892","squirrel",-6,2.61,545.4,0.10471975511966
"1893","paca",-11,2.7,8172.55,0.191986217719376
"1894","squirrel",-22,1.33,545.4,0.383972435438752
"1895","agouti",-24,1.75,2309.12,0.418879020478639
"1969","agouti",32,0.52,2309.12,0.558505360638185
"1970","agouti",32,1.34,2309.12,0.558505360638185
"1971","mouse",29,1.37,19.3,0.506145483078356
"1972","agouti",26,2.24,2309.12,0.453785605518526
"1973","agouti",24,1.26,2309.12,0.418879020478639
"1974","agouti",22,1.92,2309.12,0.383972435438752
"1975","agouti",17,1.94,2309.12,0.296705972839036
"1976","agouti",14,2.19,2309.12,0.244346095279206
"1977","coati",14,1.06,3775.5,0.244346095279206
"1978","agouti",14,3.7,2309.12,0.244346095279206
"1979","paca",14,4.8,8172.55,0.244346095279206
"1980","paca",12,0.9,8172.55,0.20943951023932
"1981","paca",12,4.42,8172.55,0.20943951023932
"1982","agouti",11,3.6,2309.12,0.191986217719376
"1983","brocket",10,2.8,20546.86,0.174532925199433
"1984","agouti",10,4.48,2309.12,0.174532925199433
"1985","agouti",9,5.34,2309.12,0.15707963267949
"1986","brocket",9,2.64,20546.86,0.15707963267949
"1987","rat",8,0.98,282.17,0.139626340159546
"1988","agouti",7,1.15,2309.12,0.122173047639603
"1989","agouti",7,1.56,2309.12,0.122173047639603
"1990","peccary",6,4.7,21133.69,0.10471975511966
"1991","agouti",6,1.67,2309.12,0.10471975511966
"1992","tamandua",6,1.21,4800,0.10471975511966
"1993","brocket",6,6,20546.86,0.10471975511966
"1994","squirrel",5,1.59,545.4,0.0872664625997165
"1995","coati",4,1.69,3775.5,0.0698131700797732
"1996","coati",4,1.69,3775.5,0.0698131700797732
"1997","ocelot",3,2.11,11880,0.0523598775598299
"1998","peccary",3,4.1,21133.69,0.0523598775598299
"1999","rat",2,0.61,282.17,0.0349065850398866
"2000","agouti",2,2.41,2309.12,0.0349065850398866
"2001","brocket",2,3.68,20546.86,0.0349065850398866
"2002","paca",0,2.25,8172.55,0
"2003","paca",0,4.8,8172.55,0
"2004","agouti",0,3.18,2309.12,0
"2005","paca",0,4.8,8172.55,0
"2006","agouti",-2,3.93,2309.12,0.0349065850398866
"2007","agouti",-2,0.72,2309.12,0.0349065850398866
"2008","agouti",-2,3.46,2309.12,0.0349065850398866
"2009","brocket",-3,2.3,20546.86,0.0523598775598299
"2010","agouti",-3,4.28,2309.12,0.0523598775598299
"2011","agouti",-3,4.2,2309.12,0.0523598775598299
"2012","agouti",-4,1.23,2309.12,0.0698131700797732
"2013","agouti",-5,2.23,2309.12,0.0872664625997165
"2014","brocket",-5,4.6,20546.86,0.0872664625997165
"2015","agouti",-6,3.32,2309.12,0.10471975511966
"2016","brocket",-6,92,20546.86,0.10471975511966
"2017","agouti",-6,2.03,2309.12,0.10471975511966
"2018","agouti",-7,4.32,2309.12,0.122173047639603
"2019","agouti",-8,1.12,2309.12,0.139626340159546
"2020","peccary",-9,4.01,21133.69,0.15707963267949
"2021","opossum",-9,3,1134.75,0.15707963267949
"2022","brocket",-10,4,20546.86,0.174532925199433
"2023","agouti",-10,2.6,2309.12,0.174532925199433
"2024","agouti",-10,2.4,2309.12,0.174532925199433
"2025","peccary",-13,3.7,21133.69,0.226892802759263
"2026","rat",-15,1.1,282.17,0.261799387799149
"2027","agouti",-15,3.8,2309.12,0.261799387799149
"2028","agouti",-16,1.8,2309.12,0.279252680319093
"2029","ocelot",-16,3.3,11880,0.279252680319093
"2030","agouti",-16,3.24,2309.12,0.279252680319093
"2031","agouti",-17,1.08,2309.12,0.296705972839036
"2032","agouti",-18,0.54,2309.12,0.314159265358979
"2033","armadillo",-19,1.2,3949.01,0.331612557878923
"2034","agouti",-21,0.51,2309.12,0.366519142918809
"2035","brocket",-23,4.38,20546.86,0.401425727958696
"2036","brocket",-23,2,20546.86,0.401425727958696
"2037","agouti",-24,4.05,2309.12,0.418879020478639
"2038","paca",-25,1.88,8172.55,0.436332312998582
"2039","agouti",-27,0.87,2309.12,0.471238898038469
"2040","agouti",-28,1.83,2309.12,0.488692190558412
"2041","brocket",-34,2.3,20546.86,0.593411945678072
"2042","brocket",-35,2.38,20546.86,0.610865238198015
"2048","paca",40,0.4,8172.55,0.698131700797732
"2049","peccary",24,3.71,21133.69,0.418879020478639
"2050","peccary",22,6.38,21133.69,0.383972435438752
"2051","peccary",15,3.95,21133.69,0.261799387799149
"2052","paca",4,1.6,8172.55,0.0698131700797732
"2053","brocket",-2,2,20546.86,0.0349065850398866
"2054","agouti",-33,0.87,2309.12,0.575958653158129
"2055","peccary",-41,3.34,21133.69,0.715584993317675
"2058","peccary",-4,1.63,21133.69,0.0698131700797732
"2059","agouti",-4,3.6,2309.12,0.0698131700797732
"2060","peccary",-18,2.03,21133.69,0.314159265358979
"2068","agouti",25,1.22,2309.12,0.436332312998582
"2069","rat",25,1.34,282.17,0.436332312998582
"2070","paca",17,0.94,8172.55,0.296705972839036
"2071","peccary",4,1.8,21133.69,0.0698131700797732
"2072","rat",-2,1.21,282.17,0.0349065850398866
"2073","peccary",-6,4.2,21133.69,0.10471975511966
"2074","peccary",-9,2.1,21133.69,0.15707963267949
"2078","peccary",11,5.1,21133.69,0.191986217719376
"2079","brocket",8,2.48,20546.86,0.139626340159546
"2080","agouti",6,1.3,2309.12,0.10471975511966
"2081","agouti",-2,1.2,2309.12,0.0349065850398866
"2082","agouti",-16,2.55,2309.12,0.279252680319093
"2085","ocelot",15,0.75,11880,0.261799387799149
"2086","rat",8,1.08,282.17,0.139626340159546
"2087","agouti",-12,6,2309.12,0.20943951023932
"2088","agouti",-18,1.73,2309.12,0.314159265358979
"2095","agouti",23,1.94,2309.12,0.401425727958696
"2096","agouti",0,1.58,2309.12,0
"2097","agouti",-1,2.03,2309.12,0.0174532925199433
"2101","agouti",39,1,2309.12,0.680678408277788
"2102","peccary",38,1.34,21133.69,0.663225115757845
"2103","peccary",36,6.3,21133.69,0.628318530717959
"2104","agouti",12,1.31,2309.12,0.20943951023932
"2105","peccary",8,3,21133.69,0.139626340159546
"2106","agouti",2,0.9,2309.12,0.0349065850398866
"2107","peccary",0,5.4,21133.69,0
"2108","brocket",0,3.2,20546.86,0
"2113","agouti",19,5.6,2309.12,0.331612557878923
"2114","agouti",15,2.2,2309.12,0.261799387799149
"2115","agouti",3,1.8,2309.12,0.0523598775598299
"2116","agouti",-2,1.6,2309.12,0.0349065850398866
"2120","ocelot",7,0.7,11880,0.122173047639603
"2121","agouti",5,0.96,2309.12,0.0872664625997165
"2122","opossum",0,0.7,1134.75,0
"2123","peccary",-2,4.5,21133.69,0.0349065850398866
"2154","armadillo",28,2.23,3949.01,0.488692190558412
"2155","peccary",16,2.8,21133.69,0.279252680319093
"2156","agouti",13,1.31,2309.12,0.226892802759263
"2157","agouti",10,4.31,2309.12,0.174532925199433
"2158","agouti",7,4.3,2309.12,0.122173047639603
"2159","brocket",7,6.5,20546.86,0.122173047639603
"2160","agouti",0,2,2309.12,0
"2161","agouti",0,1.32,2309.12,0
"2162","peccary",0,5,21133.69,0
"2163","ocelot",0,0.63,11880,0
"2164","agouti",-2,1.85,2309.12,0.0349065850398866
"2165","armadillo",-3,0.62,3949.01,0.0523598775598299
"2166","brocket",-5,4.4,20546.86,0.0872664625997165
"2167","brocket",-9,5.6,20546.86,0.15707963267949
"2168","peccary",-11,2.69,21133.69,0.191986217719376
"2169","armadillo",-12,0.68,3949.01,0.20943951023932
"2170","squirrel",-13,1.75,545.4,0.226892802759263
"2171","brocket",-28,3.55,20546.86,0.488692190558412
"2172","brocket",-44,1.95,20546.86,0.767944870877505
"2175","agouti",0,5,2309.12,0
"2176","agouti",-5,0.98,2309.12,0.0872664625997165
"2178","agouti",9,2.68,2309.12,0.15707963267949
"2179","agouti",-8,2.42,2309.12,0.139626340159546
"2180","paca",19,4.23,8172.55,0.331612557878923
"2181","paca",10,0.8,8172.55,0.174532925199433
"2187","agouti",0,1.7,2309.12,0
"2188","coati",-16,0.85,3775.5,0.279252680319093
"2189","agouti",-19,3.36,2309.12,0.331612557878923
"2196","ocelot",0,0,11880,0
"2197","brocket",-26,2,20546.86,0.453785605518526
"2217","squirrel",3,4.7,545.4,0.0523598775598299
"2218","peccary",0,0,21133.69,0
"2219","rat",0,2.11,282.17,0
"2220","agouti",-1,1.26,2309.12,0.0174532925199433
"2221","paca",-5,3.4,8172.55,0.0872664625997165
"2222","brocket",-28,2.83,20546.86,0.488692190558412
"2225","coati",7,2.36,3775.5,0.122173047639603
"2226","peccary",-26,3.34,21133.69,0.453785605518526
"2229","agouti",4,2.78,2309.12,0.0698131700797732
"2230","peccary",24,6.1,21133.69,0.418879020478639
"2238","peccary",39,2.75,21133.69,0.680678408277788
"2239","agouti",-2,1.1,2309.12,0.0349065850398866
"2252","coati",38,1.54,3775.5,0.663225115757845
"2253","brocket",5,3,20546.86,0.0872664625997165
"2254","brocket",-26,2.69,20546.86,0.453785605518526
"2263","agouti",-18,2.1,2309.12,0.314159265358979
"2264","brocket",0,3.2,20546.86,0
"2269","agouti",13,4.1,2309.12,0.226892802759263
"2272","brocket",-25,3.73,20546.86,0.436332312998582
"2276","peccary",10,1.7,21133.69,0.174532925199433
"2289","agouti",-3,3.9,2309.12,0.0523598775598299
